LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
PRT,GDPHRWKD,TOT,USD,A,2021,40.61955,
PRT,GDPHRWKD,TOT,USD,A,2022,43.09808,
SVK,GDPHRWKD,TOT,USD,A,1995,18.99025,
SVK,GDPHRWKD,TOT,USD,A,1996,20.19822,
SVK,GDPHRWKD,TOT,USD,A,1997,21.49578,
SVK,GDPHRWKD,TOT,USD,A,1998,22.57838,
SVK,GDPHRWKD,TOT,USD,A,1999,23.21232,
SVK,GDPHRWKD,TOT,USD,A,2000,23.95931,
SVK,GDPHRWKD,TOT,USD,A,2001,24.80038,
SVK,GDPHRWKD,TOT,USD,A,2002,26.58342,
SVK,GDPHRWKD,TOT,USD,A,2003,28.66859,
SVK,GDPHRWKD,TOT,USD,A,2004,29.48,
SVK,GDPHRWKD,TOT,USD,A,2005,30.45269,
SVK,GDPHRWKD,TOT,USD,A,2006,32.27484,
SVK,GDPHRWKD,TOT,USD,A,2007,34.71075,
SVK,GDPHRWKD,TOT,USD,A,2008,35.45884,
SVK,GDPHRWKD,TOT,USD,A,2009,34.44363,
SVK,GDPHRWKD,TOT,USD,A,2010,36.80888,
SVK,GDPHRWKD,TOT,USD,A,2011,37.38487,
SVK,GDPHRWKD,TOT,USD,A,2012,37.94272,
SVK,GDPHRWKD,TOT,USD,A,2013,38.8606,
SVK,GDPHRWKD,TOT,USD,A,2014,39.62244,
SVK,GDPHRWKD,TOT,USD,A,2015,40.99075,
SVK,GDPHRWKD,TOT,USD,A,2016,41.14646,
SVK,GDPHRWKD,TOT,USD,A,2017,42.07531,
SVK,GDPHRWKD,TOT,USD,A,2018,43.15759,
SVK,GDPHRWKD,TOT,USD,A,2019,44.09276,
SVK,GDPHRWKD,TOT,USD,A,2020,46.75776,
SVK,GDPHRWKD,TOT,USD,A,2021,48.93567,
SVK,GDPHRWKD,TOT,USD,A,2022,47.75344,
ESP,GDPHRWKD,TOT,USD,A,1970,19.45644,
ESP,GDPHRWKD,TOT,USD,A,1971,20.25395,
ESP,GDPHRWKD,TOT,USD,A,1972,21.88324,
ESP,GDPHRWKD,TOT,USD,A,1973,23.26578,
ESP,GDPHRWKD,TOT,USD,A,1974,24.32634,
ESP,GDPHRWKD,TOT,USD,A,1975,24.74053,
ESP,GDPHRWKD,TOT,USD,A,1976,25.74129,
ESP,GDPHRWKD,TOT,USD,A,1977,26.6939,
ESP,GDPHRWKD,TOT,USD,A,1978,27.94393,
ESP,GDPHRWKD,TOT,USD,A,1979,29.07961,
ESP,GDPHRWKD,TOT,USD,A,1980,30.84191,
ESP,GDPHRWKD,TOT,USD,A,1981,32.12865,
ESP,GDPHRWKD,TOT,USD,A,1982,33.18228,
ESP,GDPHRWKD,TOT,USD,A,1983,34.48224,
ESP,GDPHRWKD,TOT,USD,A,1984,36.78587,
ESP,GDPHRWKD,TOT,USD,A,1985,38.24413,
ESP,GDPHRWKD,TOT,USD,A,1986,38.76899,
ESP,GDPHRWKD,TOT,USD,A,1987,39.22653,
ESP,GDPHRWKD,TOT,USD,A,1988,39.92161,
ESP,GDPHRWKD,TOT,USD,A,1989,40.66336,
ESP,GDPHRWKD,TOT,USD,A,1990,40.60977,
ESP,GDPHRWKD,TOT,USD,A,1991,40.93866,
ESP,GDPHRWKD,TOT,USD,A,1992,42.09459,
ESP,GDPHRWKD,TOT,USD,A,1993,43.07469,
ESP,GDPHRWKD,TOT,USD,A,1994,44.33627,
ESP,GDPHRWKD,TOT,USD,A,1995,44.70709,
ESP,GDPHRWKD,TOT,USD,A,1996,45.20221,
ESP,GDPHRWKD,TOT,USD,A,1997,45.1266,
ESP,GDPHRWKD,TOT,USD,A,1998,44.91399,
ESP,GDPHRWKD,TOT,USD,A,1999,44.75569,
ESP,GDPHRWKD,TOT,USD,A,2000,44.96372,
ESP,GDPHRWKD,TOT,USD,A,2001,45.03576,
ESP,GDPHRWKD,TOT,USD,A,2002,45.10558,
ESP,GDPHRWKD,TOT,USD,A,2003,45.23982,
ESP,GDPHRWKD,TOT,USD,A,2004,45.38482,
ESP,GDPHRWKD,TOT,USD,A,2005,45.56211,
ESP,GDPHRWKD,TOT,USD,A,2006,45.82854,
ESP,GDPHRWKD,TOT,USD,A,2007,46.33507,
ESP,GDPHRWKD,TOT,USD,A,2008,46.45436,
ESP,GDPHRWKD,TOT,USD,A,2009,47.57394,
ESP,GDPHRWKD,TOT,USD,A,2010,48.78331,
ESP,GDPHRWKD,TOT,USD,A,2011,49.50348,
ESP,GDPHRWKD,TOT,USD,A,2012,50.45845,
ESP,GDPHRWKD,TOT,USD,A,2013,51.20304,
ESP,GDPHRWKD,TOT,USD,A,2014,51.36157,
ESP,GDPHRWKD,TOT,USD,A,2015,51.76951,
ESP,GDPHRWKD,TOT,USD,A,2016,52.00619,
ESP,GDPHRWKD,TOT,USD,A,2017,52.46058,
ESP,GDPHRWKD,TOT,USD,A,2018,52.34069,
ESP,GDPHRWKD,TOT,USD,A,2019,52.63103,
ESP,GDPHRWKD,TOT,USD,A,2020,52.53885,
ESP,GDPHRWKD,TOT,USD,A,2021,52.1403,
ESP,GDPHRWKD,TOT,USD,A,2022,53.08347,
SWE,GDPHRWKD,TOT,USD,A,1970,30.57446,
SWE,GDPHRWKD,TOT,USD,A,1971,31.50612,
SWE,GDPHRWKD,TOT,USD,A,1972,32.89687,
SWE,GDPHRWKD,TOT,USD,A,1973,34.40638,
SWE,GDPHRWKD,TOT,USD,A,1974,35.22375,
SWE,GDPHRWKD,TOT,USD,A,1975,35.95594,
SWE,GDPHRWKD,TOT,USD,A,1976,35.94229,
SWE,GDPHRWKD,TOT,USD,A,1977,36.0392,
SWE,GDPHRWKD,TOT,USD,A,1978,37.40536,
SWE,GDPHRWKD,TOT,USD,A,1979,38.62036,
SWE,GDPHRWKD,TOT,USD,A,1980,38.81215,
SWE,GDPHRWKD,TOT,USD,A,1981,39.1571,
SWE,GDPHRWKD,TOT,USD,A,1982,39.35787,
SWE,GDPHRWKD,TOT,USD,A,1983,39.75533,
SWE,GDPHRWKD,TOT,USD,A,1984,41.01481,
SWE,GDPHRWKD,TOT,USD,A,1985,41.3664,
SWE,GDPHRWKD,TOT,USD,A,1986,42.27369,
SWE,GDPHRWKD,TOT,USD,A,1987,43.06705,
SWE,GDPHRWKD,TOT,USD,A,1988,43.01841,
SWE,GDPHRWKD,TOT,USD,A,1989,43.58105,
SWE,GDPHRWKD,TOT,USD,A,1990,43.59143,
SWE,GDPHRWKD,TOT,USD,A,1991,44.14025,
SWE,GDPHRWKD,TOT,USD,A,1992,45.13969,
SWE,GDPHRWKD,TOT,USD,A,1993,46.12127,
SWE,GDPHRWKD,TOT,USD,A,1994,47.21758,
SWE,GDPHRWKD,TOT,USD,A,1995,48.139,
SWE,GDPHRWKD,TOT,USD,A,1996,48.92547,
SWE,GDPHRWKD,TOT,USD,A,1997,50.93377,
SWE,GDPHRWKD,TOT,USD,A,1998,52.2839,
SWE,GDPHRWKD,TOT,USD,A,1999,53.08907,
SWE,GDPHRWKD,TOT,USD,A,2000,55.00383,
SWE,GDPHRWKD,TOT,USD,A,2001,55.43948,
SWE,GDPHRWKD,TOT,USD,A,2002,57.44873,
SWE,GDPHRWKD,TOT,USD,A,2003,59.62107,
SWE,GDPHRWKD,TOT,USD,A,2004,61.71979,
SWE,GDPHRWKD,TOT,USD,A,2005,63.47329,
SWE,GDPHRWKD,TOT,USD,A,2006,65.30131,
SWE,GDPHRWKD,TOT,USD,A,2007,65.48928,
SWE,GDPHRWKD,TOT,USD,A,2008,64.33617,
SWE,GDPHRWKD,TOT,USD,A,2009,63.43005,
SWE,GDPHRWKD,TOT,USD,A,2010,65.65333,
SWE,GDPHRWKD,TOT,USD,A,2011,66.18553,
SWE,GDPHRWKD,TOT,USD,A,2012,65.86874,
SWE,GDPHRWKD,TOT,USD,A,2013,66.39583,
SWE,GDPHRWKD,TOT,USD,A,2014,67.1529,
SWE,GDPHRWKD,TOT,USD,A,2015,69.07451,
SWE,GDPHRWKD,TOT,USD,A,2016,68.64967,
SWE,GDPHRWKD,TOT,USD,A,2017,69.26133,
SWE,GDPHRWKD,TOT,USD,A,2018,69.51452,
SWE,GDPHRWKD,TOT,USD,A,2019,71.10122,
SWE,GDPHRWKD,TOT,USD,A,2020,71.85787,
SWE,GDPHRWKD,TOT,USD,A,2021,74.39213,
SWE,GDPHRWKD,TOT,USD,A,2022,74.74409,
CHE,GDPHRWKD,TOT,USD,A,1970,41.14825,
CHE,GDPHRWKD,TOT,USD,A,1971,42.2884,
CHE,GDPHRWKD,TOT,USD,A,1972,43.562,
CHE,GDPHRWKD,TOT,USD,A,1973,45.064,
CHE,GDPHRWKD,TOT,USD,A,1974,46.44824,
CHE,GDPHRWKD,TOT,USD,A,1975,45.4368,
CHE,GDPHRWKD,TOT,USD,A,1976,46.21849,
CHE,GDPHRWKD,TOT,USD,A,1977,47.81089,
CHE,GDPHRWKD,TOT,USD,A,1978,47.9036,
CHE,GDPHRWKD,TOT,USD,A,1979,48.91251,
CHE,GDPHRWKD,TOT,USD,A,1980,50.41109,
CHE,GDPHRWKD,TOT,USD,A,1981,50.58097,
CHE,GDPHRWKD,TOT,USD,A,1982,49.97738,
CHE,GDPHRWKD,TOT,USD,A,1983,50.71443,
CHE,GDPHRWKD,TOT,USD,A,1984,52.29789,
CHE,GDPHRWKD,TOT,USD,A,1985,53.34169,
CHE,GDPHRWKD,TOT,USD,A,1986,53.3869,
CHE,GDPHRWKD,TOT,USD,A,1987,52.96817,
CHE,GDPHRWKD,TOT,USD,A,1988,53.33251,
CHE,GDPHRWKD,TOT,USD,A,1989,54.66105,
CHE,GDPHRWKD,TOT,USD,A,1990,55.23683,
CHE,GDPHRWKD,TOT,USD,A,1991,53.81641,B
CHE,GDPHRWKD,TOT,USD,A,1992,54.29268,
CHE,GDPHRWKD,TOT,USD,A,1993,54.78984,
CHE,GDPHRWKD,TOT,USD,A,1994,55.17357,
CHE,GDPHRWKD,TOT,USD,A,1995,56.15785,
CHE,GDPHRWKD,TOT,USD,A,1996,57.36036,
CHE,GDPHRWKD,TOT,USD,A,1997,59.07094,
CHE,GDPHRWKD,TOT,USD,A,1998,59.7773,
CHE,GDPHRWKD,TOT,USD,A,1999,59.51301,
CHE,GDPHRWKD,TOT,USD,A,2000,61.43702,
CHE,GDPHRWKD,TOT,USD,A,2001,62.8478,
CHE,GDPHRWKD,TOT,USD,A,2002,63.17154,
CHE,GDPHRWKD,TOT,USD,A,2003,62.87144,
CHE,GDPHRWKD,TOT,USD,A,2004,63.23669,
CHE,GDPHRWKD,TOT,USD,A,2005,64.69383,
CHE,GDPHRWKD,TOT,USD,A,2006,66.31516,
CHE,GDPHRWKD,TOT,USD,A,2007,67.59524,
CHE,GDPHRWKD,TOT,USD,A,2008,68.25361,
CHE,GDPHRWKD,TOT,USD,A,2009,66.72348,
CHE,GDPHRWKD,TOT,USD,A,2010,68.62032,
CHE,GDPHRWKD,TOT,USD,A,2011,68.22762,
CHE,GDPHRWKD,TOT,USD,A,2012,68.49478,
CHE,GDPHRWKD,TOT,USD,A,2013,69.7599,
CHE,GDPHRWKD,TOT,USD,A,2014,70.44742,
CHE,GDPHRWKD,TOT,USD,A,2015,69.98234,
CHE,GDPHRWKD,TOT,USD,A,2016,70.43163,
CHE,GDPHRWKD,TOT,USD,A,2017,71.56124,
CHE,GDPHRWKD,TOT,USD,A,2018,73.21285,
CHE,GDPHRWKD,TOT,USD,A,2019,73.61938,
CHE,GDPHRWKD,TOT,USD,A,2020,74.83467,
CHE,GDPHRWKD,TOT,USD,A,2021,76.94534,
CHE,GDPHRWKD,TOT,USD,A,2022,77.69452,
TUR,GDPHRWKD,TOT,USD,A,1970,11.17779,
TUR,GDPHRWKD,TOT,USD,A,1971,11.6524,
TUR,GDPHRWKD,TOT,USD,A,1972,12.22939,
TUR,GDPHRWKD,TOT,USD,A,1973,12.45019,
TUR,GDPHRWKD,TOT,USD,A,1974,12.91963,
TUR,GDPHRWKD,TOT,USD,A,1975,13.78674,
TUR,GDPHRWKD,TOT,USD,A,1976,15.13983,
TUR,GDPHRWKD,TOT,USD,A,1977,15.29765,
TUR,GDPHRWKD,TOT,USD,A,1978,15.44888,
TUR,GDPHRWKD,TOT,USD,A,1979,15.25612,
TUR,GDPHRWKD,TOT,USD,A,1980,14.75456,
TUR,GDPHRWKD,TOT,USD,A,1981,15.39689,
TUR,GDPHRWKD,TOT,USD,A,1982,15.8408,
TUR,GDPHRWKD,TOT,USD,A,1983,16.53319,
TUR,GDPHRWKD,TOT,USD,A,1984,17.9759,
TUR,GDPHRWKD,TOT,USD,A,1985,18.17146,
TUR,GDPHRWKD,TOT,USD,A,1986,19.25355,
TUR,GDPHRWKD,TOT,USD,A,1987,21.05396,
TUR,GDPHRWKD,TOT,USD,A,1988,21.26664,
TUR,GDPHRWKD,TOT,USD,A,1989,20.45431,
TUR,GDPHRWKD,TOT,USD,A,1990,21.98826,
TUR,GDPHRWKD,TOT,USD,A,1991,21.3052,
TUR,GDPHRWKD,TOT,USD,A,1992,22.06697,
TUR,GDPHRWKD,TOT,USD,A,1993,24.78493,
TUR,GDPHRWKD,TOT,USD,A,1994,22.06867,
TUR,GDPHRWKD,TOT,USD,A,1995,23.12762,
TUR,GDPHRWKD,TOT,USD,A,1996,23.85078,
TUR,GDPHRWKD,TOT,USD,A,1997,25.82456,
TUR,GDPHRWKD,TOT,USD,A,1998,25.85449,
TUR,GDPHRWKD,TOT,USD,A,1999,24.18609,
TUR,GDPHRWKD,TOT,USD,A,2000,26.24635,
TUR,GDPHRWKD,TOT,USD,A,2001,24.68187,
TUR,GDPHRWKD,TOT,USD,A,2002,26.33998,
TUR,GDPHRWKD,TOT,USD,A,2003,28.07832,
TUR,GDPHRWKD,TOT,USD,A,2004,30.64428,
TUR,GDPHRWKD,TOT,USD,A,2005,32.58028,
TUR,GDPHRWKD,TOT,USD,A,2006,34.11169,
TUR,GDPHRWKD,TOT,USD,A,2007,35.92423,
TUR,GDPHRWKD,TOT,USD,A,2008,35.80501,
TUR,GDPHRWKD,TOT,USD,A,2009,34.32824,
TUR,GDPHRWKD,TOT,USD,A,2010,35.19322,
TUR,GDPHRWKD,TOT,USD,A,2011,37.12837,
TUR,GDPHRWKD,TOT,USD,A,2012,37.90597,
TUR,GDPHRWKD,TOT,USD,A,2013,40.46503,
TUR,GDPHRWKD,TOT,USD,A,2014,40.44313,
TUR,GDPHRWKD,TOT,USD,A,2015,42.09422,
TUR,GDPHRWKD,TOT,USD,A,2016,43.04479,
TUR,GDPHRWKD,TOT,USD,A,2017,45.09056,
TUR,GDPHRWKD,TOT,USD,A,2018,46.22763,
TUR,GDPHRWKD,TOT,USD,A,2019,47.98861,
TUR,GDPHRWKD,TOT,USD,A,2020,56.53938,
TUR,GDPHRWKD,TOT,USD,A,2021,53.1293,E
TUR,GDPHRWKD,TOT,USD,A,2022,52.75261,
GBR,GDPHRWKD,TOT,USD,A,1970,23.19707,
GBR,GDPHRWKD,TOT,USD,A,1971,24.71013,
GBR,GDPHRWKD,TOT,USD,A,1972,26.17081,
GBR,GDPHRWKD,TOT,USD,A,1973,26.64726,
GBR,GDPHRWKD,TOT,USD,A,1974,26.45563,
GBR,GDPHRWKD,TOT,USD,A,1975,26.23583,
GBR,GDPHRWKD,TOT,USD,A,1976,27.408,
GBR,GDPHRWKD,TOT,USD,A,1977,28.34513,
GBR,GDPHRWKD,TOT,USD,A,1978,29.70469,
GBR,GDPHRWKD,TOT,USD,A,1979,30.64041,
GBR,GDPHRWKD,TOT,USD,A,1980,30.93326,
GBR,GDPHRWKD,TOT,USD,A,1981,32.78359,
GBR,GDPHRWKD,TOT,USD,A,1982,33.75947,
GBR,GDPHRWKD,TOT,USD,A,1983,35.54178,
GBR,GDPHRWKD,TOT,USD,A,1984,35.21925,
GBR,GDPHRWKD,TOT,USD,A,1985,35.61871,
GBR,GDPHRWKD,TOT,USD,A,1986,36.55692,
GBR,GDPHRWKD,TOT,USD,A,1987,37.90912,
GBR,GDPHRWKD,TOT,USD,A,1988,37.83384,
GBR,GDPHRWKD,TOT,USD,A,1989,37.99033,
GBR,GDPHRWKD,TOT,USD,A,1990,38.41661,
GBR,GDPHRWKD,TOT,USD,A,1991,39.19143,
GBR,GDPHRWKD,TOT,USD,A,1992,41.06146,
GBR,GDPHRWKD,TOT,USD,A,1993,42.55086,
GBR,GDPHRWKD,TOT,USD,A,1994,43.58876,
GBR,GDPHRWKD,TOT,USD,A,1995,44.19886,
GBR,GDPHRWKD,TOT,USD,A,1996,44.91914,
GBR,GDPHRWKD,TOT,USD,A,1997,46.30234,
GBR,GDPHRWKD,TOT,USD,A,1998,47.53668,
GBR,GDPHRWKD,TOT,USD,A,1999,48.60216,
GBR,GDPHRWKD,TOT,USD,A,2000,50.58949,
GBR,GDPHRWKD,TOT,USD,A,2001,51.31598,
GBR,GDPHRWKD,TOT,USD,A,2002,52.4469,
GBR,GDPHRWKD,TOT,USD,A,2003,53.88204,
GBR,GDPHRWKD,TOT,USD,A,2004,54.60243,
GBR,GDPHRWKD,TOT,USD,A,2005,55.10941,
GBR,GDPHRWKD,TOT,USD,A,2006,56.14621,
GBR,GDPHRWKD,TOT,USD,A,2007,56.97287,
GBR,GDPHRWKD,TOT,USD,A,2008,56.96747,
GBR,GDPHRWKD,TOT,USD,A,2009,55.53385,
GBR,GDPHRWKD,TOT,USD,A,2010,56.97722,
GBR,GDPHRWKD,TOT,USD,A,2011,57.03265,
GBR,GDPHRWKD,TOT,USD,A,2012,56.68498,
GBR,GDPHRWKD,TOT,USD,A,2013,56.94198,
GBR,GDPHRWKD,TOT,USD,A,2014,57.07978,
GBR,GDPHRWKD,TOT,USD,A,2015,57.99668,
GBR,GDPHRWKD,TOT,USD,A,2016,57.64344,
GBR,GDPHRWKD,TOT,USD,A,2017,58.8063,
GBR,GDPHRWKD,TOT,USD,A,2018,58.90918,
GBR,GDPHRWKD,TOT,USD,A,2019,59.20083,
GBR,GDPHRWKD,TOT,USD,A,2020,60.30912,
GBR,GDPHRWKD,TOT,USD,A,2021,59.87831,
GBR,GDPHRWKD,TOT,USD,A,2022,60.48192,
USA,GDPHRWKD,TOT,USD,A,1970,33.70883,
USA,GDPHRWKD,TOT,USD,A,1971,34.97294,
USA,GDPHRWKD,TOT,USD,A,1972,35.82355,
USA,GDPHRWKD,TOT,USD,A,1973,36.67383,
USA,GDPHRWKD,TOT,USD,A,1974,36.34297,
USA,GDPHRWKD,TOT,USD,A,1975,37.33795,
USA,GDPHRWKD,TOT,USD,A,1976,38.24255,
USA,GDPHRWKD,TOT,USD,A,1977,38.65058,
USA,GDPHRWKD,TOT,USD,A,1978,38.9567,
USA,GDPHRWKD,TOT,USD,A,1979,39.13117,
USA,GDPHRWKD,TOT,USD,A,1980,39.13909,
USA,GDPHRWKD,TOT,USD,A,1981,40.04701,
USA,GDPHRWKD,TOT,USD,A,1982,39.91835,
USA,GDPHRWKD,TOT,USD,A,1983,41.01066,
USA,GDPHRWKD,TOT,USD,A,1984,41.86562,
USA,GDPHRWKD,TOT,USD,A,1985,42.63551,
USA,GDPHRWKD,TOT,USD,A,1986,43.59994,
USA,GDPHRWKD,TOT,USD,A,1987,43.91678,
USA,GDPHRWKD,TOT,USD,A,1988,44.4245,
USA,GDPHRWKD,TOT,USD,A,1989,44.81588,
USA,GDPHRWKD,TOT,USD,A,1990,45.5833,
USA,GDPHRWKD,TOT,USD,A,1991,46.18049,
USA,GDPHRWKD,TOT,USD,A,1992,47.76689,
USA,GDPHRWKD,TOT,USD,A,1993,47.94876,
USA,GDPHRWKD,TOT,USD,A,1994,48.35494,
USA,GDPHRWKD,TOT,USD,A,1995,48.46133,
USA,GDPHRWKD,TOT,USD,A,1996,49.66611,
USA,GDPHRWKD,TOT,USD,A,1997,50.38603,
USA,GDPHRWKD,TOT,USD,A,1998,51.51958,
USA,GDPHRWKD,TOT,USD,A,1999,53.04144,
USA,GDPHRWKD,TOT,USD,A,2000,54.49817,
USA,GDPHRWKD,TOT,USD,A,2001,55.69384,
USA,GDPHRWKD,TOT,USD,A,2002,57.23457,
USA,GDPHRWKD,TOT,USD,A,2003,58.96522,
USA,GDPHRWKD,TOT,USD,A,2004,60.50804,
USA,GDPHRWKD,TOT,USD,A,2005,61.77208,
USA,GDPHRWKD,TOT,USD,A,2006,62.35694,
USA,GDPHRWKD,TOT,USD,A,2007,63.23258,
USA,GDPHRWKD,TOT,USD,A,2008,64.04243,
USA,GDPHRWKD,TOT,USD,A,2009,66.08923,
USA,GDPHRWKD,TOT,USD,A,2010,67.83589,
USA,GDPHRWKD,TOT,USD,A,2011,67.86187,
USA,GDPHRWKD,TOT,USD,A,2012,68.11806,
USA,GDPHRWKD,TOT,USD,A,2013,68.40785,
USA,GDPHRWKD,TOT,USD,A,2014,68.66501,
USA,GDPHRWKD,TOT,USD,A,2015,69.04747,
USA,GDPHRWKD,TOT,USD,A,2016,69.25666,
USA,GDPHRWKD,TOT,USD,A,2017,69.87691,
USA,GDPHRWKD,TOT,USD,A,2018,70.6647,
USA,GDPHRWKD,TOT,USD,A,2019,71.52055,
USA,GDPHRWKD,TOT,USD,A,2020,73.95756,
USA,GDPHRWKD,TOT,USD,A,2021,74.83822,
USA,GDPHRWKD,TOT,USD,A,2022,73.98951,
CHL,GDPHRWKD,TOT,USD,A,1986,9.74371,
CHL,GDPHRWKD,TOT,USD,A,1987,9.979245,
CHL,GDPHRWKD,TOT,USD,A,1988,10.09208,
CHL,GDPHRWKD,TOT,USD,A,1989,10.5493,
CHL,GDPHRWKD,TOT,USD,A,1990,10.67249,
CHL,GDPHRWKD,TOT,USD,A,1991,11.36378,
CHL,GDPHRWKD,TOT,USD,A,1992,12.22351,
CHL,GDPHRWKD,TOT,USD,A,1993,12.50875,
CHL,GDPHRWKD,TOT,USD,A,1994,13.24603,
CHL,GDPHRWKD,TOT,USD,A,1995,14.64487,
CHL,GDPHRWKD,TOT,USD,A,1996,15.63437,
CHL,GDPHRWKD,TOT,USD,A,1997,16.89096,
CHL,GDPHRWKD,TOT,USD,A,1998,16.90737,
CHL,GDPHRWKD,TOT,USD,A,1999,17.2753,
CHL,GDPHRWKD,TOT,USD,A,2000,17.91401,
CHL,GDPHRWKD,TOT,USD,A,2001,18.46789,
CHL,GDPHRWKD,TOT,USD,A,2002,18.6424,
CHL,GDPHRWKD,TOT,USD,A,2003,18.91371,
CHL,GDPHRWKD,TOT,USD,A,2004,19.66666,
CHL,GDPHRWKD,TOT,USD,A,2005,20.75678,
CHL,GDPHRWKD,TOT,USD,A,2006,21.57624,
CHL,GDPHRWKD,TOT,USD,A,2007,22.45224,
CHL,GDPHRWKD,TOT,USD,A,2008,22.9838,
CHL,GDPHRWKD,TOT,USD,A,2009,23.12702,
CHL,GDPHRWKD,TOT,USD,A,2010,22.04752,
CHL,GDPHRWKD,TOT,USD,A,2011,22.52416,
CHL,GDPHRWKD,TOT,USD,A,2012,23.64749,
CHL,GDPHRWKD,TOT,USD,A,2013,23.9972,
CHL,GDPHRWKD,TOT,USD,A,2014,24.41223,
CHL,GDPHRWKD,TOT,USD,A,2015,24.52541,
CHL,GDPHRWKD,TOT,USD,A,2016,24.86927,
CHL,GDPHRWKD,TOT,USD,A,2017,24.79409,
CHL,GDPHRWKD,TOT,USD,A,2018,25.31954,
CHL,GDPHRWKD,TOT,USD,A,2019,25.29755,
CHL,GDPHRWKD,TOT,USD,A,2020,28.54838,
CHL,GDPHRWKD,TOT,USD,A,2021,28.94544,
CHL,GDPHRWKD,TOT,USD,A,2022,27.12153,
EST,GDPHRWKD,TOT,USD,A,2000,21.16062,
EST,GDPHRWKD,TOT,USD,A,2001,22.38878,
EST,GDPHRWKD,TOT,USD,A,2002,23.88228,
EST,GDPHRWKD,TOT,USD,A,2003,25.08695,
EST,GDPHRWKD,TOT,USD,A,2004,26.79123,
EST,GDPHRWKD,TOT,USD,A,2005,28.37868,
EST,GDPHRWKD,TOT,USD,A,2006,29.8093,
EST,GDPHRWKD,TOT,USD,A,2007,32.04891,
EST,GDPHRWKD,TOT,USD,A,2008,30.94125,
EST,GDPHRWKD,TOT,USD,A,2009,31.59305,
EST,GDPHRWKD,TOT,USD,A,2010,33.27519,
EST,GDPHRWKD,TOT,USD,A,2011,32.72699,
EST,GDPHRWKD,TOT,USD,A,2012,33.82758,
EST,GDPHRWKD,TOT,USD,A,2013,34.25879,
EST,GDPHRWKD,TOT,USD,A,2014,35.1431,
EST,GDPHRWKD,TOT,USD,A,2015,34.94129,
EST,GDPHRWKD,TOT,USD,A,2016,35.87063,
EST,GDPHRWKD,TOT,USD,A,2017,36.92493,
EST,GDPHRWKD,TOT,USD,A,2018,39.32842,
EST,GDPHRWKD,TOT,USD,A,2019,40.59318,
EST,GDPHRWKD,TOT,USD,A,2020,42.94026,
EST,GDPHRWKD,TOT,USD,A,2021,42.91115,
EST,GDPHRWKD,TOT,USD,A,2022,40.42426,
ISR,GDPHRWKD,TOT,USD,A,1981,26.18904,
ISR,GDPHRWKD,TOT,USD,A,1982,26.64233,
ISR,GDPHRWKD,TOT,USD,A,1983,26.78743,
ISR,GDPHRWKD,TOT,USD,A,1984,26.56983,
ISR,GDPHRWKD,TOT,USD,A,1985,27.47757,
ISR,GDPHRWKD,TOT,USD,A,1986,28.22425,
ISR,GDPHRWKD,TOT,USD,A,1987,29.39431,
ISR,GDPHRWKD,TOT,USD,A,1988,29.94564,
ISR,GDPHRWKD,TOT,USD,A,1989,29.56411,
ISR,GDPHRWKD,TOT,USD,A,1990,31.09582,
ISR,GDPHRWKD,TOT,USD,A,1991,31.87044,
ISR,GDPHRWKD,TOT,USD,A,1992,31.68857,
ISR,GDPHRWKD,TOT,USD,A,1993,31.47941,
ISR,GDPHRWKD,TOT,USD,A,1994,31.05094,
ISR,GDPHRWKD,TOT,USD,A,1995,30.7359,
ISR,GDPHRWKD,TOT,USD,A,1996,31.03287,
ISR,GDPHRWKD,TOT,USD,A,1997,31.30529,
ISR,GDPHRWKD,TOT,USD,A,1998,32.13342,
ISR,GDPHRWKD,TOT,USD,A,1999,32.02175,
ISR,GDPHRWKD,TOT,USD,A,2000,33.2806,
ISR,GDPHRWKD,TOT,USD,A,2001,33.63098,
ISR,GDPHRWKD,TOT,USD,A,2002,33.05302,
ISR,GDPHRWKD,TOT,USD,A,2003,33.43519,
ISR,GDPHRWKD,TOT,USD,A,2004,34.9166,
ISR,GDPHRWKD,TOT,USD,A,2005,35.41765,
ISR,GDPHRWKD,TOT,USD,A,2006,36.56933,
ISR,GDPHRWKD,TOT,USD,A,2007,36.96641,
ISR,GDPHRWKD,TOT,USD,A,2008,36.93868,
ISR,GDPHRWKD,TOT,USD,A,2009,36.61047,
ISR,GDPHRWKD,TOT,USD,A,2010,37.66302,
ISR,GDPHRWKD,TOT,USD,A,2011,38.82335,
ISR,GDPHRWKD,TOT,USD,A,2012,38.81935,
ISR,GDPHRWKD,TOT,USD,A,2013,39.67099,
ISR,GDPHRWKD,TOT,USD,A,2014,40.4109,
ISR,GDPHRWKD,TOT,USD,A,2015,40.40596,
ISR,GDPHRWKD,TOT,USD,A,2016,40.68853,
ISR,GDPHRWKD,TOT,USD,A,2017,41.45378,
ISR,GDPHRWKD,TOT,USD,A,2018,42.58178,
ISR,GDPHRWKD,TOT,USD,A,2019,43.80795,
ISR,GDPHRWKD,TOT,USD,A,2020,46.75906,
ISR,GDPHRWKD,TOT,USD,A,2021,47.73445,
ISR,GDPHRWKD,TOT,USD,A,2022,47.6845,
RUS,GDPHRWKD,TOT,USD,A,1995,15.39712,
RUS,GDPHRWKD,TOT,USD,A,1996,15.06638,
